year	genre	author	shorttitle
34	mystery and detective fiction	Burford, R. D. 	 Candidate for lilies
34	mystery and detective fiction	Burford, R. D. 	 Murder rehearsal
34	mystery and detective fiction	Burse. H. R. K. 	 Corpse In cold storage
34	mystery and detective fiction	Burgess, G. 	 Two o'clock courage
34	mystery and detective fiction	Burkhardt, R. F. and E. 	 Murder upstairs
34	mystery and detective fiction	Burne, G. 	 Murder to music
34	mystery and detective fiction	Burton, M. 	 Murder at The Moorings
34	mystery and detective fiction	Bush, C. 	 Kitchen cake murder
34	mystery and detective fiction	Bush, C. 	 Tea tray murders
34	mystery and detective fiction	Campbell, A. 0. 	 Desire to kill
34	mystery and detective fiction	Carr, J. 8. 	 The man with bated breath
34	mystery and detective fiction	Carr, J. D. 	 Blind barber
34	mystery and detective fiction	Carr, J. D. 	 Eight of swords
34	mystery and detective fiction	Carr, J. D. 	 Plague court murders
34	mystery and detective fiction	Carr, J. D. 	 white Priory murders
34	mystery and detective fiction	Carter, J. F. 	 Slow death at Geneva
34	mystery and detective fiction	Casey, R. J. 	 Third owl
34	mystery and detective fiction	Chambers, H. 	 Murder for a wanton
34	mystery and detective fiction	Channing, M. 	 white python
34	mystery and detective fiction	Charteris, L. 	 Misfortunes of Mr. Teal
34	mystery and detective fiction	Charteris, L. 	 The Saint intervenes
34	mystery and detective fiction	Chase, A. M. 	 Murder of a missing man
34	mystery and detective fiction	Christie, A. 	 Mr. Parker Pyne, detective
34	mystery and detective fiction	Christie, A. 	 Murder in the Calais coach
34	mystery and detective fiction	Christie, A. 	 Murder in three acts
34	mystery and detective fiction	Cole, G. D. H. and M. I. 	 Death in the quarry
34	mystery and detective fiction	Cole, G. D. H. and M. I. 	 End of an ancient mariner
34	mystery and detective fiction	Collins, G. 	 Death meets the king's messenger
34	mystery and detective fiction	Cooper, J. M. 	 Death rides the air line
34	mystery and detective fiction	Corbett, E. F. 	 House across the river
34	mystery and detective fiction	Cowen, N. J. 	 Man with four lives
34	mystery and detective fiction	Cox, A. B. 	 Mr Pidgeon's Island
34	mystery and detective fiction	Cranston, C. 	 Murder on Fifth avenue
34	mystery and detective fiction	Crofts. F. H. 	 Crime on the Solent
34	mystery and detective fiction	Crofts, F. H. 	 Hilful and premeditated
34	mystery and detective fiction	Dalger, K. S. 	 Murder on Ghost Tree Island
34	mystery and detective fiction	Davis, M. 	 Hospital murders
34	mystery and detective fiction	Davis, M. 	 Murder without weapon
34	mystery and detective fiction	Delancey, R. 	 Murder below Wall Street
34	mystery and detective fiction	Denbie, R., pseud. 	 Death cruises South
34	mystery and detective fiction	Derleth, A. w. 	 Man on all fours
34	mystery and detective fiction	Derleth, A. H. 	 Murder stalks the Hakely family
34	mystery and detective fiction	Dilnot, G. 	 Crook's castle
34	mystery and detective fiction	Downing, T. 	 The cat screams
34	mystery and detective fiction	Duke, A. 	 Bastard verdict
34	mystery and detective fiction	Dutton, C. J. 	 Black fog
34	mystery and detective fiction	Dyer. G. 	 A storm is rising
34	mystery and detective fiction	Eberhart, M. G. 	 The cases of Susan Dare
34	mystery and detective fiction	Erskine, F. 	 Naked murder
34	mystery and detective fiction	Farjeon, J. J. 	 Mystery of Dead Man's heath
34	mystery and detective fiction	Farjeon, J. J. 	 Sinister inn
34	mystery and detective fiction	Ferguson, J. A. 	 Grouse moor murder
34	mystery and detective fiction	Fielding, A. 	 Cautley mystery
34	mystery and detective fiction	Fielding, A. 	 Tall house mystery
34	mystery and detective fiction	Fitzsimmons, C. 	 Death on the diamond
34	mystery and detective fiction	Fletcher, J. S. 	 Ebony box
34	mystery and detective fiction	Fletcher, J. S. 	 Murder of the secret agent
34	mystery and detective fiction	Flynn, B. 	 Spiked Hon
34	mystery and detective fiction	Footner, H. 	 Dangerous cargo
34	mystery and detective fiction	Footner, H. 	 Murder runs in the family
34	mystery and detective fiction	Forsythe, R. 	 Pleasure cruise mystery
34	mystery and detective fiction	Freeman, R. A. 	 For the defense
34	mystery and detective fiction	Fuller, A., and 	 Allen, M. Death on the outer shoal
34	mystery and detective fiction	Gardiner, D. 	 Drink for Mr. Cherry
34	mystery and detective fiction	Gardner, E. S. 	 Case of the curious bride
34	mystery and detective fiction	Gardner, E. S. 	 Case of the howling dog
34	mystery and detective fiction	Gardner, E. S. 	 Case of the lucky legs
34	mystery and detective fiction	Gielgud, V. 	 Ruse of the vanished women
34	mystery and detective fiction	Gielgud, V. and 	 Maschwitz, E. London callIng
34	mystery and detective fiction	Gill, T. 	 Death rides the mesa
34	mystery and detective fiction	Gregg, C. F. 	 Inspector ngglns sees It through
34	mystery and detective fiction	Gregory, F. L. 	 Cipher of death
34	mystery and detective fiction	Gregory, J. 	 Emerald murder trap
34	mystery and detective fiction	Gribble. L. R. 	 Secret of Tangles
34	mystery and detective fiction	Hammett, D. 	 Thin man
34	mystery and detective fiction	Hart, F. N. 	 Crooked lane
34	mystery and detective fiction	Holding, E. 	 Death wish
34	mystery and detective fiction	Holt. H. 	 Sinister shadow
34	mystery and detective fiction	Horler, S. 	 Prince of plunder
34	mystery and detective fiction	Horler. S. 	 Secret agent
34	mystery and detective fiction	Howard, H. K. 	 Journey downstairs
34	mystery and detective fiction	Huber, B. 	 Death and the dowager
34	mystery and detective fiction	Hughes, B. 	 Murder In church
34	mystery and detective fiction	Hunt, P., pseud. 	 Murder among the nudists
34	mystery and detective fiction	Hunt, P., pseud. 	 Murder for breakfast
34	mystery and detective fiction	Hutchlnson, R. H. 	 Hand of the chimpanzee
34	mystery and detective fiction	Ingram, K. 	 Death comes at night
34	mystery and detective fiction	Jarrett, C. 	 Pattern In black and red
34	mystery and detective fiction	Jeffries, G. M. 	 Epilogue
34	mystery and detective fiction	Jordan, E. Q. 	 Page Mr. Pomeroy
34	mystery and detective fiction	Keeler, H. S. 	 Mystery of the fiddling cracksman
34	mystery and detective fiction	Keeler. H. S. 	 Riddle of the traveling skull
34	mystery and detective fiction	King, R. 	 Lesser Antilles case
34	mystery and detective fiction	Knox, R. A. 	 Settled out of court
34	mystery and detective fiction	Knox, R. A. 	 Still dead
34	mystery and detective fiction	Knox, T. 	 Death in the state house
34	mystery and detective fiction	Lawrence, J. I. 	 Tower of terror
34	mystery and detective fiction	Leblanc, M. 	 Return of Arsene Lupin
34	mystery and detective fiction	Liddon, E. S. 	 Riddle of the Russian princess
34	mystery and detective fiction	Lilly, J. 	 Death In B-minor
34	mystery and detective fiction	Lowndes, M. A. 	 Another man‘s wife
34	mystery and detective fiction	Lowndes, M. A. 	 The chlantl flask
34	mystery and detective fiction	MacClure, V. 	 Clue of the dead goldfish
34	mystery and detective fiction	Mario, Q. 	 Murder In the opera house
34	mystery and detective fiction	Masterman, w. 5. 	 Baddington horror
34	mystery and detective fiction	Merrltt, A. 	 Creep, shadow
34	mystery and detective fiction	Meynell, L. w. 	 Gentlemen go by
34	mystery and detective fiction	Mitchell, 0. 	 Death in the wet
34	mystery and detective fiction	Myers, I. B. 	 Give me death
34	mystery and detective fiction	Oppenhelm, E. P. 	 Gallows of chance
34	mystery and detective fiction	Oppenhelm, E. P. 	 Man without nerves
34	mystery and detective fiction	Oppunheim, E. P. 	 Strange boarders of Palaco Crescent
34	mystery and detective fiction	Palmer, S. 	 Puzzle of the silver Persian
34	mystery and detective fiction	Paradise, V. 	 A girl died laughing
34	mystery and detective fiction	Peters. A. 	 who killed the doctors
34	mystery and detective fiction	Phillpotts, E. 	 Mr Digweed and Mr Lumb
34	mystery and detective fiction	Phillpotts, E. 	 Shadow passes
34	mystery and detective fiction	Pollock, C. 	 Synthetic gentleman
34	mystery and detective fiction	Posner, J. D. 	 Case of the fifth key
34	mystery and detective fiction	Propper, M. M. 	 Divorce court murder
34	mystery and detective fiction	Propper. M. M. 	 Family burial murders
34	mystery and detective fiction	Provost. A. L. 	 Fortune's wheel
34	mystery and detective fiction	Punshon, E. R. 	 Crossword murder
34	mystery and detective fiction	Punahon, E. R. 	 Information received
34	mystery and detective fiction	Punshon. E. R. 	 Truth came out
34	mystery and detective fiction	Queen. E.. pseud. 	 Adventures of Ellery Queen
34	mystery and detective fiction	Queen. E., pseud. 	 Chinese orange mystery
34	mystery and detective fiction	Reeve, A. B. 	 clutching hand
34	mystery and detective fiction	Reilly. H. 	 McKee of Centre street
34	mystery and detective fiction	Reilly, H. 	 The line-up
34	mystery and detective fiction	Rivett. E. C. 	 Case of Colonel Marchand
34	mystery and detective fiction	Rivett, E. C. 	 Greenwell mystery
34	mystery and detective fiction	Rivett, E. C. 	 Murder in St. John's wood
34	mystery and detective fiction	Robhlns. C. 	 Smash and grab
34	mystery and detective fiction	Robinson, L. G. 	 Manuscript murder
34	mystery and detective fiction	Rodda, C. 	 Death takes the stage
34	mystery and detective fiction	Rohmer. S., pseud. 	 Trail of Fu Manchu
34	mystery and detective fiction	Ryerson, E., and 	 Clements, C. C. Shadows
34	mystery and detective fiction	Samat. J. T. 	 The dead man at the window
34	mystery and detective fiction	Sayers. D. L. 	 Nine tailors
34	mystery and detective fiction	Sayers. D. L. 	 Omnibus
34	mystery and detective fiction	Sharp, H. 	 Murder of the honest broker
34	mystery and detective fiction	Simenon, G., pseud. 	 Shadow in the courtyard, and The crime at lock
34	mystery and detective fiction	Simaon, E. A. 	 whispering tongues
34	mystery and detective fiction	Soutar, A. 	 Kharduni
34	mystery and detective fiction	Soutar, A. 	 Secret ways
34	mystery and detective fiction	Sprigg, C. 	 St J. Perfect alibi
34	mystery and detective fiction	Sproul, K. 	 Murder oft key
34	mystery and detective fiction	Stewart, A. H. 	 Brandon case
34	mystery and detective fiction	Stout, R. 	 Fer-de-lance
34	mystery and detective fiction	Strahan, K. 	 Hobgoblin murder
34	mystery and detective fiction	Strange, J. S. 	 For the hangman
34	mystery and detective fiction	Street. C. J. C. 	 Poison for one
34	mystery and detective fiction	Street, C. J. C. 	 Robthorne mystery
34	mystery and detective fiction	Street. C. J. C. 	 Venner crime
34	mystery and detective fiction	Sutherland, H. 	 Death rides the air line
34	mystery and detective fiction	Taylor, P. A. 	 Mystery of the Cape Cod tavern
34	mystery and detective fiction	Taylor, P. A. 	 Sandbar sinister
35	historical fiction	Reltzel. H. 	 The pinnacle of glory
35	historical fiction	Simpson, H. 	 De G. Saraband for dead lovers
35	historical fiction	Gregory, J. 	 Lords of the coast
35	historical fiction	Gerard, F. 	 Scarlet beast
35	historical fiction	Mundy, T. 	 Purple pirate
35	historical fiction	Barringer, L. 	 Kay the left-handed
35	historical fiction	Fairbairn. R. 	 Devil Kinsmere
35	historical fiction	Phlllpotts, E. 	 Minions of the moon
35	historical fiction	Stucken. E. 	 Dissolute years
35	historical fiction	Wright, C. 	 Silver collar boy
35	historical fiction	Neumann, A. 	 Another Caesar
35	historical fiction	Orczy, E. 	 Uncrowned king
35	historical fiction	vinogradov, A. K. 	 The black consul
35	historical fiction	Webb, H. 8. L. 	 Dew In April
35	historical fiction	Webb, H. B. L. 	 Gold of Toulouse
35	historical fiction	Gibbs. P. H. 	 Blood relations
35	historical fiction	Seidel, I. 	 Wish child
35	historical fiction	Anderson, P. L. 	 Swords in the North
35	historical fiction	Brun, V. 	 Alclblades
35	historical fiction	Carus, H. 	 Artemis, fare thee well
35	historical fiction	Vinogradov, A. K. 	 The black consul
35	historical fiction	MacManus, F. 	 Stand and give challenge
35	historical fiction	Borden, L. 	 White hawthorn
35	historical fiction	Sabatlnl. R. 	 Chivalry
35	historical fiction	White. H. C. 	 Not built with hands
35	historical fiction	Le Fort, G. 	 The pope from the ghetto
35	historical fiction	Deutsch, H. B. 	 The wedge
35	historical fiction	Ford. F. M. 	 Ladles whose bright eyes
35	historical fiction	Austin, F. B. 	 The road to glory
35	historical fiction	Seidel, I. 	 Wish child
35	historical fiction	Watson. V. C. 	 Manhattan acres
35	historical fiction	Sackler. H. 	 Festival at Meron
35	historical fiction	Dombrowskl, K. 	 Land of women
35	historical fiction	Hellman, G. S. 	 Persian conqueror
35	historical fiction	Sender, R. J. 	 Pro patria
35	historical fiction	Graves, R. 	 Claudius, the god
35	historical fiction	Gerard, F. 	 Scarlet boast
35	historical fiction	Furmanov, D. 	 Chapayev
35	historical fiction	Sokoloff, N. B. 	 So brief the years
35	historical fiction	Gunn, N. M. 	 Highland night
35	historical fiction	De Kalb, E. 	 Far enough
35	historical fiction	Bates, R. 	 Lean men
35	historical fiction	Frank, 8. 	 A man called Cervantes
35	historical fiction	Hanlon, R. 	 What If this friend
35	historical fiction	Lanham, E. M. 	 The wind blew West
35	historical fiction	Bell, J. 	 Moccasin Flower
35	historical fiction	Bell, S. L. 	 Marcel Armand
35	historical fiction	Drago, H. S. 	 Montana road
35	historical fiction	Sweeny, S. L.. 	 Harvest of the wind
35	historical fiction	Snedeker, C. D. 	 Uncharted ways
35	historical fiction	Chambers, R. W. 	 Love and the lieutenant
35	historical fiction	Gordon, C. W. 	 Rebel loyalist
35	historical fiction	Saftord, H. B. 	 That Bennlngton mob
35	historical fiction	Sterne, E. G. 	 Drums of Monmouth
35	historical fiction	Webb, B. 	 Aletta Laird
35	mystery and detective fiction	Acheson, E. 	 The grammarian's funeral
35	mystery and detective fiction	Adams, H. 	 The body in the bunker
35	mystery and detective fiction	Adams, H. 	 Fate laughs
35	mystery and detective fiction	Alexander, I. 	 Ninth week
35	mystery and detective fiction	Ashbrook, H. 	 Most Immoral murder
35	mystery and detective fiction	Atwater, M. 	 Crime In corn-weather
35	mystery and detective fiction	Aubrey-Fletcher, H. L. 	 Constable guard thyself
35	mystery and detective fiction	Austin, H. 	 It couldn't be murder
35	mystery and detective fiction	Austin, H. 	 Hurder in triplicate
35	mystery and detective fiction	Baffby, G. A. 	 Murder at the piano
35	mystery and detective fiction	Bailey, H. C. 	 Mr Fortune objects
35	mystery and detective fiction	Bailey, H. C. 	 Sullen sky mystery
35	mystery and detective fiction	Barclay, H. 	 The seventh man
35	mystery and detective fiction	Barry, C., pseud. 	 Death of a first mate
35	mystery and detective fiction	Barry. C., pseud. 	 The shot from the door
35	mystery and detective fiction	Baxter, C., pseud. 	 Calamity comes of age
35	mystery and detective fiction	Seeding, F., pseud. 	 Death in four letters
35	mystery and detective fiction	Beeding, P., pseud. 	 Norwich victims
35	mystery and detective fiction	Bennett, D. 	 Murder unleashed
35	mystery and detective fiction	Bestor, G. C. 	 Postage stamp murder
35	mystery and detective fiction	Bommart, J. 	 The Chinese flsh
35	mystery and detective fiction	Booth. C. c. 	 The cat and the clock
35	mystery and detective fiction	Booth, L. F. 	 Brokers' end
35	mystery and detective fiction	Brande, D. 	 Most beautiful lady
35	mystery and detective fiction	Brandon, J. G. 	 One-minute murder
35	mystery and detective fiction	Brown, 2. 	 Burn forever
35	mystery and detective fiction	Brown, Z. 	 Mr PInkerton: a Scotland Yard omnibus
35	mystery and detective fiction	Brown, 2. 	 Mr Pinkerton grows a beard
35	mystery and detective fiction	Burt, M. 	 Yellow robe murders
